model,iter,tracc,trfa,trdr,teacc,tefa,tedr,tteacc,ttefa,ttedr
NcwtHrf,1,1,0,1,0.843725004,0.006105834,0.556886084,0.62353421,0.098689283,0.08127634
NcwtHrf,2,1,0,1,0.843437145,0.007874516,0.564885315,0.767479988,0.013433638,0.20991453
NcwtHrf,3,1,0,1,0.844152347,0.006011869,0.564803432,0.709017046,0.018389277,0.011341083
NcwtHrf,4,1,0,1,0.845399389,0.006609816,0.564974078,0.641986879,0.064677864,0.019420059
NcwtHrf,5,1,0,1,0.847303487,0.005102426,0.565028242,0.642467139,0.024946104,0.00647821
NcwtHrf,6,1,0,1,0.84305141,0.00774762,0.559796193,0.592855789,0.126780229,0.000884434
NcwtHrf,7,1,0,1,0.844327967,0.00771345,0.561078512,0.681900781,0.016927987,0.110555409
NcwtHrf,8,1,0,1,0.846099876,0.005738683,0.561893292,0.632034211,0.085529221,0.083237986
NcwtHrf,9,1,0,1,0.842957452,0.006283605,0.557354044,0.650538083,0.061542174,0.005675676
NcwtHdnn,0,0.892565056,0.065920398,0.812852801,0.893367625,0.065318564,0.814193331,0.502559209,0.286998276,0.000587372
NcwtHdnn,1,0.912574762,0.056787634,0.853304442,0.912541835,0.055863216,0.851479446,0.458379681,0.338065899,0.00090307
NcwtHdnn,2,0.855878726,0.075996496,0.722234157,0.851340707,0.0788624,0.714523651,0.648625264,0.343720744,0.629059829
NcwtHdnn,3,0.861476469,0.005023951,0.612755768,0.861296164,0.006783347,0.615662738,0.462335368,0.355070028,0.000283527
NcwtHdnn,4,0.937392088,0.048228571,0.90986655,0.931333682,0.053679643,0.902635787,0.283233182,0.615151209,0.015961692
NcwtHdnn,5,0.938058984,0.022416499,0.861515086,0.933364456,0.02515778,0.853118616,0.508089956,0.225625875,0.003828033
NcwtHdnn,6,0.886281859,0.008131012,0.686197917,0.883473627,0.009688792,0.680998846,0.674881517,0.005727857,0.000884434
NcwtHdnn,7,0.832959306,0.013748438,0.537552004,0.827960464,0.014158602,0.523786431,0.681635999,0.131633932,0.328770729
NcwtHdnn,8,0.949358642,0.027221597,0.90406787,0.946828703,0.028683311,0.89953029,0.467429845,0.532705882,0.467677346
NcwtHdnn,9,0.856416392,0.188857305,0.943412716,0.849690862,0.196692173,0.938714282,0.249762305,0.667803068,0.027567568
YcwtHsvm,0,0.995479545,0.002700756,0.986143187,0.947287184,0.030894195,0.835980452,0.79169957,0.101642299,0.036853296
YcwtHsvm,1,0.995751658,0.002213369,0.984919887,0.94778195,0.030846035,0.834331233,0.688993415,0.162947706,0.004759387
YcwtHsvm,2,0.995731296,0.002149767,0.984924623,0.94547023,0.029993122,0.823820114,0.84923701,0.13653484,0.67839196
YcwtHsvm,3,0.996272063,0.00219078,0.98857926,0.945808408,0.031288554,0.831448192,0.885112879,0.019073084,0.008964955
YcwtHsvm,4,0.996897465,0.001799532,0.99000476,0.94559351,0.032285429,0.829690441,0.780069309,0.123220821,0.303258145
YcwtHsvm,5,0.996195166,0.002046628,0.987072946,0.946938034,0.030628715,0.829822218,0.746457642,0.121665271,0.054020101
YcwtHsvm,6,0.996699422,0.002129925,0.990305381,0.945187732,0.033480323,0.828348575,0.668973362,0.116011025,0.00038956
YcwtHsvm,7,0.995560238,0.001973979,0.982742537,0.94595045,0.031111419,0.823839385,0.770919561,0.053799224,0.018103859
YcwtHsvm,8,0.996119403,0.001768347,0.984688995,0.946283279,0.030229794,0.822247587,0.745065948,0.137381315,0.204741379
YcwtHsvm,9,0.995994861,0.002964427,0.990480723,0.943888396,0.034059062,0.828886462,0.78824225,0.068161255,0.033298097
YcwtHrf,0,1,0,1,0.917347441,0.002095578,0.506062767,0.866893282,0.009316134,0.009922041
YcwtHrf,1,1,0,1,0.918119775,0.003188525,0.501428646,0.792890263,0.048886614,0.139079852
YcwtHrf,2,0.99992511,0,0.999550157,0.915378046,0.003675079,0.513043909,0.921562952,0.006374752,0.055276382
YcwtHrf,3,1,0,1,0.915044904,0.00307319,0.505511174,0.901471889,0.000535427,0.006519967
YcwtHrf,4,1,0,1,0.918204368,0.002484534,0.502354295,0.825478142,0.005145621,0.000501253
YcwtHrf,5,1,0,1,0.918512521,0.003051722,0.508969417,0.827789645,0.014807622,0.013190955
YcwtHrf,6,0.999924987,0,0.999518768,0.917407192,0.0030245,0.481184388,0.724386314,0.042710421,0
YcwtHrf,7,1,0,1,0.916316074,0.003166624,0.48764554,0.806489837,0.00270514,0
YcwtHrf,8,1,0,1,0.916991114,0.002054559,0.489194805,0.799840032,0.018904984,0.004310345
YcwtHrf,9,1,0,1,0.916308187,0.002772763,0.494304291,0.835105004,0.004855874,0.016384778
YcwtHdnn,0,0.87826742,0.046321281,0.489568846,0.872912964,0.047846699,0.468909017,0.861759425,0.013259328,0
YcwtHdnn,1,0.882984274,0.033542237,0.430076628,0.878706066,0.033991637,0.416454446,0.748195504,0.070833867,0.001057641
YcwtHdnn,2,0.880419319,0.050738255,0.527522936,0.878763749,0.050202365,0.526773365,0.841591809,0.11352935,0.302763819
YcwtHdnn,3,0.846622033,0.005579438,0.115784713,0.848600037,0.005785726,0.120867455,0.9,0.001428189,0
YcwtHdnn,4,0.882513042,0.037546034,0.457497612,0.876892814,0.040843582,0.445455021,0.76900187,0.083546637,0.047117794
YcwtHdnn,5,0.877209996,0.035637919,0.42870243,0.876933756,0.038410413,0.434822852,0.816451186,0.025634795,0
YcwtHdnn,6,0.883147079,0.03139173,0.42289272,0.878438671,0.03692752,0.414381901,0.751350839,0.007015786,0
YcwtHdnn,7,0.874783656,0.011554998,0.277647059,0.87388191,0.013153333,0.273478627,0.812687996,0.007213706,0.051453073
YcwtHdnn,8,0.830670217,0.12151832,0.576041179,0.823149992,0.126670947,0.55489676,0.732372933,0.230346207,0.571659483
YcwtHdnn,9,0.885597703,0.068087786,0.642249527,0.879595834,0.072383385,0.629033937,0.707069839,0.156221151,0.002642706
NbsLSTMFlstm,0,0.932682194,0.031880734,0.865359477,0.824122663,0.099218789,0.675887617,0.548786967,0.314495692,0.231628454
NbsLSTMFlstm,1,0.928146385,0.030070088,0.847759896,0.82484361,0.094445263,0.667002833,0.625846276,0.237656157,0.34939759
NbsLSTMFlstm,2,0.654747948,0.103218646,0.184562311,0.656202343,0.099714539,0.183934863,0.548592364,0.257181208,0.05338809
NbsLSTMFlstm,3,0.935899379,0.058236659,0.924858017,0.830132379,0.137171909,0.767160291,0.579878827,0.277827051,0.215664018
NbsLSTMFlstm,4,0.913559832,0.042752629,0.829675154,0.818463772,0.105026257,0.670125085,0.661190277,0.180572547,0.316826411
NbsLSTMFlstm,5,0.926996424,0.023545393,0.831808279,0.821708458,0.091484748,0.652253379,0.569858713,0.172647059,0.05365566
NbsLSTMFlstm,6,0.951731375,0.022166362,0.901960784,0.838315817,0.0948278,0.708445556,0.637937524,0.090632771,0.05840708
NbsLSTMFlstm,7,0.681784052,0.032162409,0.130549451,0.680437707,0.032715707,0.129069824,0.573748975,0.176792947,0.022128556
NbsLSTMFlstm,8,0.897298902,0.071733753,0.837189,0.804027129,0.138912072,0.69197397,0.454709817,0.445706737,0.238831615
NbsLSTMFlstm,9,0.920325939,0.04278813,0.85,0.820870168,0.108209515,0.683596398,0.614897234,0.205277958,0.16504329
YbsLSTMFlstm,0,0.946420531,0.012561925,0.717111771,0.890968469,0.037811526,0.482816336,0.847496882,0.080603015,0.286833856
YbsLSTMFlstm,1,0.941782356,0.015870248,0.69015544,0.8835154,0.048368198,0.481284029,0.788556194,0.110479486,0.296385542
YbsLSTMFlstm,2,0.955008998,0.022233986,0.826173826,0.890804124,0.056113077,0.582622362,0.760396795,0.164096916,0.272079772
YbsLSTMFlstm,3,0.925467713,0.029893238,0.676587302,0.880663721,0.052287069,0.497930417,0.818936612,0.104125737,0.170180723
YbsLSTMFlstm,4,0.854217233,0.008746876,0.078787879,0.856618325,0.008762279,0.073070326,0.849059829,0.001407318,0
YbsLSTMFlstm,5,0.962255706,0.025627615,0.890382627,0.879133316,0.071127139,0.58567225,0.809239347,0.081869957,0.241336634
YbsLSTMFlstm,6,0.963473054,0.021837088,0.87032967,0.885703937,0.061144931,0.566251154,0.790181956,0.046473225,0.12246866
YbsLSTMFlstm,7,0.95443609,0.024176594,0.824840764,0.886233396,0.057196355,0.544436669,0.740827761,0.07773772,0.005479452
YbsLSTMFlstm,8,0.958973594,0.015973319,0.817097416,0.886040213,0.051051573,0.532035244,0.86763519,0.064480634,0.118932039
YbsLSTMFlstm,9,0.939600363,0.009308987,0.659803922,0.893069902,0.035057449,0.482352941,0.887333679,0.016012498,0.144144144
NbsLSTMHlstm,0,0.921046712,0.045699233,0.85801129,0.864701517,0.08543855,0.769190086,0.620409605,0.266313265,0.356828194
NbsLSTMHlstm,1,0.92878844,0.031756757,0.852871073,0.858884422,0.08044873,0.740658971,0.664391125,0.238138274,0.469596629
NbsLSTMHlstm,2,0.913996878,0.059672653,0.864232009,0.85931926,0.09557063,0.773246407,0.528064147,0.411733545,0.372649573
NbsLSTMHlstm,3,0.84852567,0.090442518,0.732041794,0.820010089,0.106404673,0.679104298,0.603013873,0.218635607,0.147150553
NbsLSTMHlstm,4,0.919942977,0.057325568,0.876394662,0.854669599,0.109178262,0.784485682,0.633094126,0.21118541,0.292364991
NbsLSTMHlstm,5,0.929850635,0.033559322,0.859561537,0.870018564,0.07603441,0.765412811,0.562433401,0.202540782,0.083038869
NbsLSTMHlstm,6,0.860499483,0.066995295,0.720052083,0.825099024,0.089542484,0.658743511,0.65909736,0.111467187,0.173643868
NbsLSTMHlstm,7,0.922178988,0.042173468,0.853514342,0.86136534,0.086676066,0.760389894,0.530156366,0.254464286,0.060279021
NbsLSTMHlstm,8,0.922231301,0.029889465,0.829889058,0.864622889,0.067466564,0.732650849,0.55239521,0.310050891,0.243135011
NbsLSTMHlstm,9,0.79338843,0.073977863,0.536814507,0.774963821,0.085582612,0.504076843,0.633886627,0.157186949,0.121621622
YbsLSTMHlstm,0,0.821517366,0.001467621,0.007591733,0.824183345,0.000830758,0.00610998,0.869803358,0.000825168,0
YbsLSTMHlstm,1,0.858590374,0.015056462,0.235865724,0.856971957,0.017109927,0.227823678,0.772371134,0.017239002,0.149448755
YbsLSTMHlstm,2,0.896361467,0.027210269,0.536595745,0.883754924,0.032994391,0.488610478,0.770996748,0.113184358,0.081781915
YbsLSTMHlstm,3,0.873529188,0.01961326,0.3718115,0.861397701,0.025279235,0.334804061,0.847641207,0.04849483,0.108143322
YbsLSTMHlstm,4,0.937138131,0.031663945,0.78612209,0.891634618,0.058134877,0.647382518,0.797530447,0.0623069,0.153736991
YbsLSTMHlstm,5,0.869073316,0.031666518,0.377216312,0.863970073,0.034309831,0.368242753,0.800868862,0.051197567,0.219232686
YbsLSTMHlstm,6,0.936827957,0.017534443,0.706413731,0.895963527,0.038475991,0.567192304,0.739888753,0.032130009,0.018067557
YbsLSTMHlstm,7,0.886826347,0.029279279,0.474778761,0.872661411,0.037299842,0.423794404,0.740555952,0.064608676,0.064143426
YbsLSTMHlstm,8,0.837634248,0.003609783,0.081650193,0.833738225,0.004340678,0.074202953,0.861316831,0.003988738,0
YbsLSTMHlstm,9,0.81570198,0.003149606,0.013940139,0.818906339,0.003464062,0.013756369,0.920457499,0.002160842,0.002229654
NcwtLSTMFlstm,0,0.653166087,0,0,0.652785434,0,0,0.694284687,0,0
NcwtLSTMFlstm,1,0.65625,0,0,0.655881284,2.52E-05,0,0.65730801,0,0
NcwtLSTMFlstm,2,0.651592548,0,0,0.65123385,0,0,0.717517401,0,0
NcwtLSTMFlstm,3,0.650641026,0,0,0.650304472,0,0,0.716309773,0,0
NcwtLSTMFlstm,4,0.654219794,0,0,0.653972621,0,0,0.678974359,0,0
NcwtLSTMFlstm,5,0.65648855,0,0,0.656114061,0,0,0.654300856,0,0
NcwtLSTMFlstm,6,0.65462754,0,0,0.654221616,0,0,0.678368121,0,0
NcwtLSTMFlstm,7,0.656551932,0,0,0.656178576,0,0,0.653712826,0,0
NcwtLSTMFlstm,8,0.657087262,0,0,0.656772721,0,0,0.645410236,0,0
NcwtLSTMFlstm,9,0.654335961,0,0,0.653961499,0,0,0.67933368,0,0
YcwtLSTMFlstm,0,0.755931691,0,0,0.758038921,0,0,0.735262401,0,0
YcwtLSTMFlstm,1,0.746411483,0,0,0.752437452,0,0,0.815028902,0,0
YcwtLSTMFlstm,2,0.754206731,0,0,0.751220565,0,0,0.815158546,0,0
YcwtLSTMFlstm,3,0.752747253,0,0,0.75060304,0,0,0.811946546,0,0
YcwtLSTMFlstm,4,0.75,0,0,0.747148034,0,0,0.854017094,0,0
YcwtLSTMFlstm,5,0.753779374,0,0,0.754610563,0,0,0.77741541,0,0
YcwtLSTMFlstm,6,0.749435666,0,0,0.753521478,2.21E-05,0,0.793358634,0.00023912,0
YcwtLSTMFlstm,7,0.752415459,0,0,0.756961012,0,0,0.750957854,0,0
YcwtLSTMFlstm,8,0.759167789,0,0,0.758524842,0,0,0.721974005,0,0
YcwtLSTMFlstm,9,0.751364463,0,0,0.75666393,0,0,0.755509283,0,0
NcwtLSTMHlstm,0,0.652979733,0,0,0.652794124,0,0,0.694234914,0,0
NcwtLSTMHlstm,1,0.65603339,0,0,0.655901637,0,0,0.657349149,0,0
NcwtLSTMHlstm,2,0.651389201,0,0,0.651245965,0,0,0.717445904,0,0
NcwtLSTMHlstm,3,0.650486914,0,0,0.650311868,0,0,0.716251006,0,0
NcwtLSTMHlstm,4,0.65405569,0.000115674,0,0.653935787,5.13E-05,0,0.678964899,0,0
NcwtLSTMHlstm,5,0.656296628,0,0,0.656120079,0,0,0.65428077,0,0
NcwtLSTMHlstm,6,0.654339509,0,0,0.654231936,0,0,0.67842245,0,0
NcwtLSTMHlstm,7,0.656257055,0.000114653,0,0.656137718,8.89E-05,2.42E-05,0.653632303,0.000139431,0
NcwtLSTMHlstm,8,0.656940299,0,0,0.656778855,0,0,0.645328193,0,0
NcwtLSTMHlstm,9,0.65412227,0,0,0.653971736,0,0,0.67929271,0,0
YcwtLSTMHlstm,0,0.763881564,0,0,0.765727641,0,0,0.791307471,0,0
YcwtLSTMHlstm,1,0.765894015,0,0,0.76547043,0,0,0.795564724,0,0
YcwtLSTMHlstm,2,0.764397514,0,0,0.761710744,0,0,0.839354714,0,0
YcwtLSTMHlstm,3,0.762477176,0,0,0.761994268,0,0,0.825744167,0,0
YcwtLSTMHlstm,4,0.765569429,0,0,0.764489899,0,0,0.800751559,0,0
YcwtLSTMHlstm,5,0.76656222,0,0,0.765255771,0,0,0.796905222,0,0
YcwtLSTMHlstm,6,0.761908334,0,0,0.763875847,0,0,0.816363292,0,0
YcwtLSTMHlstm,7,0.766573858,0,0,0.76849459,0,0,0.758180658,0,0
YcwtLSTMHlstm,8,0.769776119,0,0,0.768496242,0,0,0.752663082,0,0
YcwtLSTMHlstm,9,0.767115007,0.000196986,0.00032457,0.766486668,0.000294837,0.000143529,0.776718384,0.000111582,0
Nframesvm,0,0.743607965,0.052749288,0.356372696,0.736783573,0.057537013,0.345193743,0.620139617,0.135054542,0.057147881
Nframesvm,1,0.750368666,0.053291536,0.371630961,0.74185556,0.058091916,0.355956429,0.583093793,0.153368748,0.036439014
Nframesvm,2,0.747529623,0.057618984,0.378172697,0.740454445,0.063699925,0.368854897,0.659013998,0.102057745,0.048985448
Nframesvm,3,0.745586522,0.055265926,0.370499569,0.738102022,0.061384899,0.359785754,0.665377538,0.116011877,0.089641886
Nframesvm,4,0.740198555,0.047461693,0.334112453,0.731082589,0.053849646,0.319000654,0.629935944,0.149424751,0.127405124
Nframesvm,5,0.746490625,0.052984544,0.358685849,0.739187718,0.0584925,0.347581622,0.606906405,0.143158668,0.126338078
Nframesvm,6,0.747275084,0.052750751,0.364210255,0.738956992,0.057461033,0.348488317,0.618683461,0.103368624,0.023665156
Nframesvm,7,0.746109408,0.065308675,0.380350026,0.740049129,0.069233724,0.369792042,0.543310573,0.227081602,0.063598106
Nframesvm,8,0.749147182,0.048863838,0.357459443,0.739857438,0.055967384,0.343559455,0.627830217,0.074175227,0.078094584
Nframesvm,9,0.747981597,0.048634967,0.358939997,0.740171396,0.054409368,0.346916537,0.653107735,0.054111675,0.030237581
Nframerf,0,1,0,1,0.830388374,0.050725726,0.603769445,0.664737756,0.109142771,0.135044839
Nframerf,1,1,0,1,0.833405375,0.052328168,0.612934016,0.557993176,0.19793383,0.048930831
Nframerf,2,0.999970343,0,0.99991497,0.832599119,0.058336234,0.625493945,0.626624309,0.145124415,0.040035526
Nframerf,3,0.999969875,0,0.999913867,0.832131941,0.053736375,0.616809737,0.66336356,0.112262002,0.071736174
Nframerf,4,1,0,1,0.828142993,0.052048318,0.598415811,0.642355439,0.162547753,0.202615074
Nframerf,5,0.999985228,0,0.999957054,0.83424812,0.050276273,0.610794235,0.575881512,0.178385183,0.093636043
Nframerf,6,1,0,1,0.832741805,0.056427507,0.619685265,0.582207923,0.15827279,0.024960264
Nframerf,7,1,0,1,0.831555896,0.056278002,0.614299665,0.52265769,0.258794784,0.061546554
Nframerf,8,1,0,1,0.835584407,0.051024026,0.615516945,0.600520312,0.099464681,0.042196267
Nframerf,9,1,0,1,0.833259494,0.049068572,0.607965592,0.636400881,0.087766157,0.039740821
Nframednn,0,0.651828582,0.023571994,0.035439667,0.651595924,0.023767203,0.034755978,0.692380612,0.007130171,0.008147236
Nframednn,1,0.654254062,0.02592709,0.038873531,0.654819846,0.026278085,0.040961394,0.644754937,0.037895318,0.018001309
Nframednn,2,0.65061572,0.020420583,0.030100761,0.651099625,0.019749692,0.03053136,0.703846748,0.019490134,0.001708
Nframednn,3,0.649534462,0.014053408,0.019638243,0.650428277,0.012823134,0.020229072,0.708999968,0.011312318,0.000113327
Nframednn,4,0.650882634,0.015101549,0.015192832,0.65065114,0.015304499,0.014914254,0.705644749,0.012744606,0.109014564
Nframednn,5,0.654852147,0.009741569,0.011638394,0.655188082,0.010014424,0.013138693,0.650321347,0.006777343,0.001588048
Nframednn,6,0.650427325,0.05707499,0.084600189,0.650599591,0.057796517,0.086299475,0.656936104,0.032260768,0.001883793
Nframednn,7,0.639959046,0.079362275,0.08932594,0.639808872,0.080577095,0.090956758,0.67445867,0.103232592,0.251920042
Nframednn,8,0.656185628,0.013437675,0.020353716,0.655496125,0.013999062,0.018980446,0.641964286,0.005783617,0.000343525
Nframednn,9,0.653881251,0.000549011,0.000821373,0.653877075,0.000685793,0.001036861,0.678997799,0.000153089,0
Yframesvm,0,0.830294384,0.017150447,0.313669252,0.826097788,0.019303156,0.300474016,0.773111647,0.066663749,0.058381334
Yframesvm,1,0.837685627,0.017219302,0.336523863,0.833852983,0.020215893,0.323917416,0.709996944,0.082784484,0.027927789
Yframesvm,2,0.838187559,0.021506399,0.352340818,0.833951144,0.024407163,0.340721869,0.748915746,0.028478397,0.00543751
Yframesvm,3,0.833448307,0.021434283,0.35057434,0.828401215,0.024259547,0.335553097,0.799622767,0.06157875,0.029176617
Yframesvm,4,0.828164179,0.017735492,0.302245933,0.823149491,0.021407997,0.291753844,0.780446872,0.070347988,0.138758067
Yframesvm,5,0.840582267,0.019124699,0.355255393,0.833272146,0.023193265,0.339723349,0.729567137,0.088523007,0.014482621
Yframesvm,6,0.837918545,0.019401963,0.340277317,0.832136516,0.022472883,0.324672837,0.722455622,0.054736372,0.00772416
Yframesvm,7,0.83238864,0.021573435,0.31265643,0.827986513,0.023608933,0.303981492,0.68362692,0.128855427,0.117610711
Yframesvm,8,0.834967176,0.020330635,0.34762762,0.828600734,0.023089294,0.332588304,0.844656666,0.021722829,0.012837345
Yframesvm,9,0.838831882,0.01492881,0.32851212,0.835022994,0.017414475,0.316510368,0.661981339,0.119694338,0.015496434
Yframerf,0,1,0,1,0.887988463,0.023032278,0.585056186,0.802853184,0.052101205,0.150834716
Yframerf,1,1,0,1,0.89072532,0.022749855,0.58834742,0.696597268,0.099082397,0.024918994
Yframerf,2,0.999985171,0,0.999933603,0.890167893,0.024336269,0.592607535,0.725484909,0.059454996,0.006525013
Yframerf,3,1,0,1,0.888988878,0.025058424,0.60097991,0.805024663,0.05719046,0.040805731
Yframerf,4,1,0,1,0.885665874,0.023407495,0.574634617,0.824317014,0.045422136,0.282574568
Yframerf,5,0.999985228,0,0.999935073,0.891062783,0.024249479,0.59935184,0.723865165,0.101967485,0.031562125
Yframerf,6,0.999970298,1.91E-05,0.999933792,0.891170559,0.024984135,0.598071948,0.69227004,0.098002959,0.014890906
Yframerf,7,1,0,1,0.889658553,0.024976163,0.58734807,0.625156833,0.182650624,0.02856162
Yframerf,8,0.999985226,1.92E-05,1,0.889015983,0.024107387,0.59783998,0.839470284,0.02970877,0.024945295
Yframerf,9,1,0,1,0.891185516,0.021716322,0.58504285,0.722452632,0.044066628,0.025644542
Yframednn,0,0.772161904,0.000289637,6.55E-05,0.771626366,0.000180272,0.000210393,0.816137139,0,0
Yframednn,1,0.777004157,0.002269174,0.00107253,0.775071695,0.002544151,0.001395215,0.756992386,0.00076564,0.000308594
Yframednn,2,0.777351191,0.023848901,0.073642895,0.774949774,0.024581494,0.071664821,0.753862197,0.020512177,0.00209135
Yframednn,3,0.765268888,0.011358341,0.016467066,0.765523791,0.011381641,0.017448752,0.841018151,0.005239379,0.000103831
Yframednn,4,0.769772028,0.004060325,0.001117098,0.770316433,0.004395604,0.001478132,0.804843499,0,0.002703646
Yframednn,5,0.771846667,0.000860322,0.000648677,0.773393515,0.000874965,0.000819345,0.796265788,0.000178777,0.00019976
Yframednn,6,0.774594178,0.001664212,0.000859959,0.775270238,0.001888033,0.000987705,0.762058121,4.97E-05,0
Yframednn,7,0.778052523,0.00049757,0.000336044,0.77827329,0.000424955,0.000425694,0.734625474,0.000123974,0.000137315
Yframednn,8,0.766442855,0.019995456,0.047967894,0.767551316,0.019965772,0.048838696,0.859349,0.001791481,0
Yframednn,9,0.770725504,0.019710409,0.026517701,0.77087959,0.01923502,0.026303015,0.74694224,0.000695443,0.000479978
